BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
4,28	5,27	1,15	32,0	0,24	1,31	1,11	10,12	2,14	12,18	5,15	2,40	5,7	0,36	0,30	2,36	21,21	11,27	16,0	1,29	1,7	0,16
2,30	0,32	0,16	1,31	0,24	0,32	2,10	17,5	6,10	10,20	4,16	1,41	2,10	14,22	0,30	0,38	3,39	1,37	0,16	14,16	1,7	0,16
17,15	24,8	14,2	0,32	1,23	27,5	2,10	6,16	0,16	23,7	0,20	28,14	1,11	0,36	0,30	18,20	33,9	14,24	0,16	15,15	3,5	0,16
4,28	1,31	0,16	0,32	0,24	0,32	0,12	5,17	0,16	0,30	12,8	0,42	0,12	0,36	0,30	0,38	1,41	1,37	0,16	1,29	1,7	16,0
4,28	10,22	7,9	13,19	23,1	27,5	3,9	1,21	2,14	16,14	9,11	26,16	8,4	34,2	0,30	1,37	5,37	2,36	0,16	15,15	3,5	0,16
15,17	3,29	2,14	0,32	4,20	5,27	3,9	0,22	2,14	0,30	6,14	7,35	5,7	7,29	1,29	0,38	3,39	4,34	16,0	1,29	1,7	16,0
10,22	24,8	10,6	27,5	13,11	22,10	2,10	10,12	13,3	21,9	7,13	32,10	12,0	36,0	30,0	37,1	41,1	23,15	16,0	26,4	7,1	16,0
20,12	25,7	10,6	17,15	0,24	20,12	5,7	18,4	10,6	30,0	15,5	19,23	10,2	36,0	30,0	36,2	28,14	33,5	5,11	27,3	3,5	0,16
24,8	29,3	16,0	29,3	24,0	31,1	12,0	14,8	16,0	20,10	20,0	18,24	6,6	19,17	30,0	2,36	22,20	10,28	16,0	17,13	4,4	0,16
1,31	1,31	0,16	1,31	0,24	0,32	0,12	9,13	0,16	0,30	0,20	0,42	0,12	0,36	0,30	29,9	1,41	9,29	0,16	0,30	3,5	0,16
0,32	0,32	0,16	0,32	16,8	2,30	8,4	0,22	0,16	1,29	1,19	0,42	0,12	0,36	2,28	0,38	0,42	2,36	16,0	5,25	0,8	16,0
0,32	4,28	0,16	18,14	0,24	0,32	0,12	13,9	0,16	0,30	0,20	1,41	0,12	0,36	0,30	1,37	10,32	7,31	0,16	0,30	3,5	0,16
0,32	7,25	1,15	0,32	1,23	4,28	0,12	4,18	4,12	3,27	2,18	0,42	1,11	7,29	1,29	2,36	1,41	0,38	0,16	1,29	1,7	0,16
14,18	7,25	0,16	0,32	0,24	0,32	0,12	5,17	4,12	0,30	9,11	1,41	0,12	5,31	29,1	0,38	0,42	0,38	0,16	0,30	0,8	16,0
12,20	13,19	15,1	9,23	0,24	25,7	3,9	1,21	12,4	29,1	15,5	13,29	7,5	26,10	28,2	17,21	13,29	9,29	16,0	12,18	3,5	16,0
4,28	0,32	0,16	0,32	24,0	11,21	1,11	0,22	1,15	0,30	2,18	1,41	1,11	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	1,41	4,8	16,20	26,4	0,38	1,41	0,38	0,16	1,29	1,7	0,16
5,27	9,23	12,4	3,29	0,24	4,28	0,12	5,17	6,10	19,11	6,14	20,22	1,11	0,36	0,30	2,36	17,25	11,27	0,16	14,16	2,6	0,16
21,11	32,0	10,6	14,18	6,18	2,30	3,9	9,13	16,0	29,1	20,0	14,28	4,8	36,0	3,27	18,20	6,36	10,28	5,11	28,2	3,5	16,0
10,22	0,32	0,16	28,4	17,7	15,17	9,3	11,11	0,16	0,30	1,19	1,41	1,11	33,3	0,30	0,38	0,42	10,28	3,13	1,29	4,4	0,16
25,7	21,11	15,1	27,5	24,0	3,29	9,3	13,9	14,2	24,6	18,2	37,5	12,0	36,0	29,1	19,19	26,16	16,22	1,15	26,4	5,3	10,6
1,31	6,26	0,16	0,32	0,24	0,32	1,11	0,22	6,10	0,30	5,15	0,42	0,12	0,36	28,2	0,38	4,38	0,38	0,16	1,29	1,7	16,0
25,7	6,26	10,6	0,32	14,10	26,6	2,10	20,2	7,9	4,26	1,19	24,18	8,4	36,0	0,30	23,15	21,21	23,15	0,16	11,19	4,4	0,16
5,27	13,19	0,16	1,31	18,6	1,31	1,11	1,21	0,16	10,20	8,12	4,38	5,7	8,28	0,30	10,28	10,32	2,36	0,16	5,25	0,8	0,16
1,31	10,22	2,14	5,27	0,24	0,32	6,6	9,13	7,9	6,24	5,15	24,18	7,5	34,2	0,30	26,12	23,19	12,26	0,16	15,15	2,6	0,16
4,28	11,21	4,12	30,2	0,24	0,32	2,10	1,21	9,7	26,4	11,9	30,12	9,3	0,36	27,3	1,37	18,24	4,34	16,0	11,19	1,7	16,0
0,32	4,28	0,16	0,32	0,24	0,32	0,12	3,19	0,16	0,30	0,20	1,41	0,12	0,36	0,30	30,8	1,41	2,36	0,16	3,27	0,8	0,16
1,31	3,29	0,16	0,32	5,19	17,15	4,8	5,17	1,15	0,30	0,20	22,20	0,12	1,35	1,29	1,37	11,31	20,18	0,16	13,17	0,8	0,16
6,26	12,20	13,3	7,25	4,20	1,31	1,11	5,17	11,5	7,23	10,10	29,13	0,12	0,36	29,1	1,37	16,26	13,25	0,16	11,19	4,4	1,15
6,26	1,31	3,13	5,27	0,24	13,19	1,11	13,9	2,14	3,27	0,20	1,41	0,12	1,35	0,30	18,20	9,33	13,25	0,16	0,30	2,6	0,16
0,32	1,31	0,16	12,20	0,24	0,32	0,12	5,17	2,14	0,30	1,19	11,31	5,7	20,16	0,30	12,26	13,29	3,35	0,16	0,30	1,7	0,16
7,25	8,24	0,16	0,32	0,24	0,32	0,12	2,20	10,6	0,30	12,8	6,36	1,11	0,36	0,30	0,38	0,42	4,34	0,16	2,28	0,8	0,16
3,29	17,15	11,5	29,3	20,4	1,31	1,11	3,19	0,16	24,6	1,19	28,14	6,6	35,1	30,0	23,15	17,25	14,24	1,15	9,21	2,6	0,16
17,15	4,28	5,11	0,32	5,19	15,17	12,0	1,21	5,11	1,29	11,9	5,37	0,12	1,35	0,30	1,37	10,32	6,32	9,7	8,22	4,4	16,0
22,10	0,32	0,16	0,32	7,17	19,13	2,10	0,22	0,16	0,30	1,19	1,41	1,11	17,19	0,30	0,38	0,42	0,38	0,16	0,30	1,7	0,16
8,24	5,27	0,16	22,10	0,24	0,32	0,12	3,19	2,14	6,24	7,13	16,26	2,10	16,20	3,27	0,38	6,36	9,29	0,16	8,22	0,8	0,16
27,5	22,10	13,3	22,10	18,6	25,7	12,0	1,21	6,10	29,1	7,13	28,14	12,0	32,4	29,1	6,32	10,32	19,19	9,7	20,10	0,8	16,0
28,4	3,29	6,10	0,32	0,24	0,32	9,3	1,21	8,8	7,23	1,19	20,22	12,0	36,0	13,17	1,37	18,24	1,37	7,9	9,21	2,6	0,16
5,27	19,13	1,15	1,31	8,16	2,30	0,12	10,12	15,1	7,23	6,14	15,27	0,12	0,36	1,29	5,33	11,31	8,30	0,16	18,12	2,6	0,16
1,31	5,27	0,16	1,31	6,18	1,31	0,12	10,12	0,16	0,30	6,14	1,41	0,12	0,36	2,28	4,34	2,40	5,33	0,16	0,30	1,7	0,16
11,21	29,3	14,2	18,14	9,15	32,0	2,10	15,7	10,6	19,11	8,12	42,0	12,0	36,0	22,8	37,1	42,0	35,3	0,16	20,10	7,1	16,0
2,30	7,25	1,15	0,32	0,24	0,32	0,12	0,22	0,16	11,19	9,11	1,41	0,12	6,30	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
12,20	14,18	15,1	17,15	24,0	1,31	8,4	11,11	10,6	24,6	16,4	12,30	8,4	20,16	18,12	10,28	13,29	15,23	12,4	15,15	2,6	0,16
6,26	11,21	1,15	0,32	0,24	0,32	4,8	3,19	11,5	4,26	7,13	7,35	1,11	0,36	0,30	2,36	15,27	10,28	0,16	9,21	1,7	16,0
17,15	0,32	0,16	0,32	4,20	18,14	6,6	0,22	0,16	0,30	1,19	5,37	3,9	29,7	0,30	0,38	5,37	4,34	0,16	2,28	0,8	0,16
3,29	16,16	3,13	0,32	14,10	1,31	2,10	0,22	7,9	4,26	15,5	0,42	0,12	0,36	10,20	11,27	6,36	1,37	0,16	4,26	0,8	16,0
6,26	0,32	0,16	0,32	0,24	1,31	3,9	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	1,7	16,0
0,32	0,32	1,15	0,32	2,22	16,16	7,5	0,22	1,15	1,29	0,20	0,42	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	0,16
17,15	32,0	15,1	22,10	11,13	16,16	10,2	5,17	16,0	30,0	20,0	27,15	3,9	13,23	27,3	13,25	19,23	18,20	16,0	30,0	5,3	16,0
13,19	28,4	16,0	20,12	19,5	30,2	12,0	11,11	14,2	30,0	20,0	31,11	6,6	33,3	16,14	18,20	25,17	17,21	16,0	12,18	7,1	0,16
32,0	24,8	11,5	29,3	16,8	15,17	3,9	10,12	12,4	26,4	6,14	33,9	10,2	14,22	14,16	16,22	25,17	26,12	11,5	24,6	2,6	16,0
0,32	0,32	2,14	0,32	0,24	0,32	0,12	0,22	6,10	6,24	0,20	0,42	0,12	0,36	0,30	2,36	1,41	0,38	0,16	1,29	0,8	16,0
0,32	1,31	4,12	5,27	0,24	0,32	0,12	0,22	6,10	6,24	1,19	0,42	3,9	0,36	13,17	2,36	2,40	0,38	0,16	0,30	2,6	16,0
5,27	1,31	2,14	5,27	0,24	0,32	0,12	0,22	8,8	7,23	0,20	1,41	2,10	0,36	15,15	1,37	1,41	0,38	0,16	1,29	0,8	16,0
0,32	2,30	0,16	0,32	0,24	0,32	0,12	0,22	1,15	2,28	5,15	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	4,26	0,8	16,0
8,24	11,21	7,9	6,26	0,24	16,16	5,7	0,22	12,4	3,27	14,6	5,37	0,12	0,36	0,30	1,37	0,42	0,38	0,16	8,22	0,8	0,16
13,19	15,17	9,7	15,17	5,19	32,0	12,0	6,16	13,3	30,0	19,1	14,28	4,8	35,1	14,16	11,27	11,31	11,27	7,9	13,17	0,8	0,16
4,28	1,31	4,12	12,20	0,24	16,16	3,9	9,13	8,8	18,12	11,9	32,10	5,7	36,0	9,21	16,22	9,33	3,35	3,13	8,22	0,8	16,0
4,28	10,22	5,11	3,29	15,9	1,31	2,10	0,22	12,4	1,29	3,17	2,40	0,12	0,36	0,30	1,37	1,41	0,38	0,16	5,25	0,8	0,16
6,26	3,29	0,16	0,32	0,24	0,32	2,10	0,22	2,14	0,30	0,20	0,42	0,12	0,36	0,30	0,38	0,42	0,38	8,8	4,26	0,8	10,6
5,27	10,22	14,2	20,12	4,20	13,19	5,7	16,6	6,10	29,1	9,11	15,27	4,8	13,23	15,15	16,22	34,8	15,23	12,4	11,19	6,2	0,16
14,18	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
0,32	19,13	1,15	0,32	8,16	0,32	0,12	5,17	4,12	1,29	0,20	3,39	0,12	0,36	0,30	3,35	15,27	3,35	1,15	0,30	3,5	0,16
12,20	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	6,24	10,10	3,39	0,12	0,36	2,28	0,38	0,42	0,38	5,11	0,30	0,8	16,0
5,27	0,32	0,16	0,32	5,19	0,32	0,12	2,20	0,16	0,30	0,20	3,39	0,12	0,36	1,29	1,37	14,28	3,35	0,16	0,30	3,5	2,14
9,23	10,22	6,10	1,31	9,15	19,13	1,11	9,13	1,15	18,12	2,18	27,15	0,12	11,25	8,22	23,15	30,12	11,27	9,7	10,20	4,4	0,16
13,19	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	5,15	2,40	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	16,0
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	11,5	2,28	2,18	2,40	0,12	0,36	2,28	0,38	2,40	0,38	0,16	0,30	0,8	16,0
8,24	1,31	0,16	0,32	0,24	0,32	0,12	0,22	4,12	1,29	0,20	1,41	0,12	0,36	9,21	0,38	2,40	0,38	0,16	0,30	0,8	14,2
0,32	1,31	1,15	7,25	0,24	0,32	0,12	1,21	5,11	1,29	1,19	4,38	0,12	0,36	5,25	6,32	0,42	4,34	4,12	0,30	0,8	0,16
6,26	6,26	2,14	10,22	13,11	0,32	0,12	8,14	11,5	2,28	20,0	10,32	4,8	0,36	0,30	0,38	1,41	13,25	0,16	16,14	1,7	16,0
2,30	1,31	0,16	0,32	0,24	0,32	0,12	0,22	0,16	1,29	9,11	0,42	2,10	0,36	0,30	0,38	0,42	1,37	0,16	0,30	0,8	16,0
6,26	5,27	8,8	11,21	3,21	9,23	5,7	4,18	16,0	0,30	9,11	28,14	0,12	0,36	0,30	1,37	12,30	11,27	0,16	5,25	4,4	0,16
3,29	14,18	5,11	0,32	23,1	11,21	3,9	0,22	4,12	1,29	12,8	2,40	0,12	0,36	0,30	0,38	1,41	3,35	0,16	2,28	0,8	16,0
3,29	4,28	0,16	22,10	0,24	0,32	1,11	0,22	11,5	3,27	14,6	15,27	5,7	22,14	0,30	14,24	7,35	15,23	0,16	14,16	1,7	16,0
17,15	6,26	0,16	1,31	0,24	0,32	0,12	13,9	1,15	1,29	4,16	0,42	0,12	0,36	22,8	0,38	1,41	6,32	0,16	10,20	0,8	0,16
0,32	15,17	5,11	0,32	8,16	2,30	0,12	5,17	2,14	4,26	5,15	11,31	3,9	13,23	4,26	18,20	9,33	13,25	8,8	5,25	2,6	2,14
5,27	1,31	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	8,12	10,32	0,12	1,35	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
3,29	18,14	12,4	17,15	0,24	26,6	8,4	3,19	1,15	30,0	1,19	29,13	4,8	0,36	14,16	11,27	7,35	21,17	16,0	10,20	1,7	0,16
12,20	0,32	0,16	0,32	0,24	0,32	0,12	0,22	4,12	0,30	0,20	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	4,26	0,8	16,0
6,26	10,22	8,8	1,31	18,6	3,29	7,5	7,15	8,8	22,8	4,16	26,16	9,3	21,15	0,30	7,31	4,38	10,28	2,14	12,18	1,7	16,0
21,11	1,31	0,16	7,25	6,18	26,6	7,5	7,15	3,13	13,17	4,16	4,38	0,12	0,36	21,9	0,38	1,41	3,35	10,6	16,14	0,8	0,16
0,32	0,32	0,16	1,31	0,24	1,31	0,12	8,14	0,16	0,30	0,20	1,41	0,12	3,33	16,14	0,38	2,40	1,37	0,16	0,30	0,8	0,16
27,5	0,32	0,16	7,25	0,24	0,32	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	3,27	0,8	16,0
2,30	16,16	2,14	12,20	0,24	0,32	0,12	9,13	0,16	7,23	1,19	3,39	0,12	3,33	0,30	10,28	3,39	0,38	0,16	2,28	0,8	0,16
5,27	0,32	0,16	22,10	6,18	0,32	0,12	3,19	0,16	0,30	1,19	0,42	0,12	0,36	14,16	7,31	2,40	8,30	0,16	0,30	0,8	16,0
0,32	0,32	0,16	15,17	3,21	1,31	0,12	3,19	1,15	5,25	8,12	1,41	0,12	0,36	9,21	7,31	3,39	2,36	0,16	1,29	0,8	0,16
31,1	31,1	8,8	19,13	24,0	32,0	12,0	21,1	12,4	27,3	18,2	27,15	12,0	36,0	29,1	26,12	14,28	8,30	16,0	26,4	3,5	0,16
0,32	3,29	4,12	16,16	0,24	16,16	9,3	4,18	0,16	22,8	0,20	11,31	2,10	0,36	24,6	25,13	17,25	4,34	9,7	16,14	2,6	0,16
0,32	5,27	9,7	0,32	0,24	15,17	4,8	6,16	2,14	0,30	7,13	24,18	9,3	18,18	8,22	0,38	4,38	9,29	1,15	10,20	1,7	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	1,29	0,20	0,42	5,7	15,21	0,30	0,38	6,36	0,38	0,16	0,30	0,8	16,0
28,4	28,4	5,11	29,3	24,0	6,26	5,7	17,5	15,1	30,0	20,0	31,11	5,7	30,6	21,9	12,26	30,12	20,18	16,0	29,1	5,3	16,0
24,8	26,6	11,5	32,0	16,8	31,1	6,6	6,16	12,4	30,0	6,14	13,29	7,5	8,28	21,9	11,27	16,26	2,36	16,0	13,17	3,5	0,16
20,12	11,21	5,11	6,26	6,18	9,23	4,8	3,19	10,6	3,27	9,11	4,38	2,10	0,36	5,25	6,32	0,42	3,35	0,16	20,10	1,7	0,16
32,0	32,0	16,0	32,0	24,0	31,1	6,6	13,9	16,0	30,0	20,0	32,10	11,1	36,0	30,0	36,2	21,21	16,22	16,0	30,0	5,3	16,0
32,0	30,2	16,0	31,1	24,0	29,3	8,4	14,8	16,0	29,1	17,3	32,10	11,1	21,15	30,0	36,2	24,18	17,21	16,0	30,0	7,1	16,0
9,23	4,28	6,10	8,24	0,24	4,28	0,12	0,22	1,15	10,20	0,20	4,38	0,12	0,36	1,29	0,38	1,41	0,38	0,16	1,29	1,7	16,0
6,26	20,12	12,4	6,26	16,8	22,10	2,10	3,19	2,14	21,9	1,19	8,34	3,9	0,36	15,15	1,37	12,30	7,31	5,11	16,14	5,3	0,16
19,13	0,32	0,16	0,32	0,24	0,32	0,12	0,22	2,14	5,25	3,17	3,39	0,12	0,36	0,30	0,38	0,42	0,38	1,15	3,27	0,8	16,0
18,14	20,12	8,8	32,0	24,0	13,19	12,0	12,10	9,7	30,0	10,10	28,14	9,3	9,27	26,4	34,4	17,25	25,13	15,1	8,22	8,0	0,16
13,19	10,22	8,8	2,30	6,18	13,19	0,12	20,2	14,2	2,28	20,0	39,3	12,0	36,0	8,22	7,31	39,3	31,7	16,0	29,1	4,4	0,16
8,24	4,28	4,12	0,32	3,21	16,16	7,5	0,22	11,5	9,21	5,15	14,28	1,11	9,27	15,15	0,38	9,33	10,28	0,16	13,17	1,7	0,16
18,14	25,7	12,4	32,0	24,0	32,0	12,0	22,0	6,10	14,16	9,11	28,14	7,5	35,1	12,18	38,0	42,0	34,4	14,2	22,8	8,0	0,16
5,27	3,29	1,15	0,32	0,24	0,32	0,12	0,22	8,8	0,30	2,18	2,40	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
9,23	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	9,11	9,33	0,12	13,23	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
8,24	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	1,19	3,39	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	16,0
0,32	8,24	0,16	0,32	0,24	15,17	11,1	3,19	0,16	0,30	6,14	10,32	5,7	23,13	11,19	0,38	21,21	1,37	16,0	0,30	0,8	0,16
0,32	1,31	0,16	28,4	0,24	9,23	0,12	2,20	2,14	0,30	3,17	6,36	6,6	27,9	17,13	6,32	9,33	1,37	8,8	4,26	1,7	0,16
5,27	0,32	1,15	0,32	3,21	10,22	0,12	2,20	2,14	4,26	1,19	0,42	0,12	0,36	0,30	0,38	2,40	0,38	0,16	2,28	1,7	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	15,27	0,12	0,36	0,30	0,38	1,41	0,38	0,16	0,30	0,8	16,0
0,32	28,4	7,9	0,32	12,12	0,32	0,12	4,18	0,16	0,30	0,20	9,33	0,12	0,36	0,30	34,4	8,34	12,26	0,16	11,19	1,7	0,16
16,16	14,18	0,16	0,32	0,24	8,24	2,10	7,15	11,5	1,29	12,8	17,25	11,1	36,0	13,17	5,33	27,15	11,27	0,16	16,14	1,7	0,16
17,15	12,20	13,3	16,16	24,0	9,23	3,9	6,16	7,9	0,30	13,7	22,20	11,1	35,1	15,15	17,21	22,20	24,14	3,13	20,10	2,6	0,16
24,8	12,20	7,9	32,0	7,17	20,12	7,5	16,6	6,10	23,7	8,12	34,8	8,4	11,25	30,0	19,19	38,4	28,10	16,0	15,15	4,4	0,16
14,18	32,0	15,1	32,0	19,5	17,15	12,0	14,8	16,0	30,0	20,0	29,13	10,2	36,0	18,12	35,3	38,4	16,22	16,0	30,0	6,2	16,0
1,31	1,31	0,16	0,32	0,24	0,32	1,11	0,22	0,16	3,27	2,18	10,32	11,1	10,26	0,30	1,37	0,42	3,35	10,6	7,23	0,8	0,16
18,14	7,25	6,10	0,32	6,18	0,32	0,12	10,12	4,12	0,30	14,6	8,34	1,11	0,36	2,28	1,37	13,29	20,18	2,14	17,13	7,1	1,15
7,25	8,24	4,12	12,20	5,19	7,25	7,5	4,18	1,15	20,10	0,20	16,26	1,11	9,27	1,29	4,34	0,42	2,36	7,9	5,25	2,6	0,16
12,20	3,29	7,9	4,28	2,22	6,26	5,7	3,19	7,9	11,19	11,9	18,24	6,6	21,15	13,17	18,20	20,22	8,30	14,2	0,30	3,5	0,16
31,1	10,22	12,4	24,8	24,0	21,11	2,10	19,3	13,3	25,5	12,8	30,12	9,3	3,33	29,1	33,5	33,9	36,2	0,16	13,17	3,5	0,16
0,32	2,30	6,10	32,0	0,24	6,26	2,10	0,22	5,11	3,27	13,7	18,24	0,12	7,29	13,17	10,28	22,20	14,24	0,16	0,30	2,6	0,16
14,18	4,28	0,16	0,32	0,24	0,32	2,10	0,22	0,16	0,30	0,20	4,38	0,12	0,36	0,30	0,38	3,39	1,37	0,16	6,24	1,7	8,8
21,11	13,19	13,3	0,32	5,19	18,14	4,8	8,14	6,10	15,15	6,14	29,13	3,9	5,31	12,18	0,38	23,19	1,37	3,13	16,14	0,8	0,16
0,32	0,32	0,16	4,28	14,10	10,22	0,12	5,17	0,16	0,30	5,15	0,42	0,12	0,36	0,30	0,38	1,41	0,38	0,16	2,28	4,4	0,16
23,9	32,0	14,2	32,0	24,0	32,0	12,0	15,7	16,0	30,0	19,1	42,0	12,0	36,0	30,0	38,0	33,9	37,1	9,7	30,0	5,3	16,0
27,5	29,3	10,6	28,4	7,17	10,22	9,3	7,15	12,4	29,1	17,3	31,11	1,11	8,28	6,24	26,12	28,14	37,1	1,15	30,0	3,5	0,16
6,26	8,24	1,15	21,11	1,23	1,31	1,11	5,17	9,7	24,6	15,5	9,33	4,8	4,32	22,8	15,23	13,29	15,23	0,16	18,12	2,6	6,10
4,28	29,3	12,4	0,32	0,24	8,24	2,10	1,21	4,12	22,8	10,10	18,24	12,0	36,0	28,2	16,22	31,11	16,22	13,3	11,19	4,4	0,16
1,31	1,31	1,15	1,31	0,24	4,28	0,12	1,21	0,16	0,30	0,20	9,33	4,8	6,30	7,23	1,37	27,15	1,37	1,15	0,30	0,8	0,16
15,17	12,20	4,12	1,31	18,6	9,23	2,10	4,18	2,14	15,15	2,18	5,37	0,12	0,36	0,30	0,38	2,40	8,30	8,8	8,22	7,1	0,16
14,18	32,0	10,6	8,24	24,0	8,24	6,6	13,9	14,2	30,0	20,0	42,0	3,9	3,33	29,1	12,26	37,5	27,11	16,0	30,0	8,0	16,0
10,22	21,11	5,11	0,32	17,7	7,25	5,7	3,19	9,7	29,1	12,8	29,13	5,7	7,29	13,17	24,14	40,2	5,33	12,4	30,0	4,4	16,0
0,32	0,32	3,13	20,12	0,24	12,20	4,8	15,7	1,15	1,29	6,14	16,26	11,1	36,0	30,0	7,31	29,13	25,13	3,13	5,25	2,6	0,16
0,32	3,29	4,12	16,16	0,24	11,21	6,6	14,8	1,15	0,30	0,20	19,23	10,2	31,5	15,15	2,36	25,17	21,17	0,16	0,30	3,5	0,16
1,31	15,17	2,14	0,32	0,24	7,25	3,9	1,21	8,8	6,24	6,14	11,31	5,7	9,27	13,17	0,38	21,21	9,29	0,16	1,29	0,8	0,16
5,27	4,28	0,16	0,32	0,24	4,28	5,7	0,22	5,11	0,30	5,15	5,37	0,12	12,24	16,14	0,38	0,42	0,38	0,16	1,29	2,6	16,0
4,28	11,21	8,8	12,20	4,20	0,32	2,10	11,11	4,12	0,30	4,16	8,34	1,11	4,32	0,30	0,38	15,27	1,37	0,16	1,29	1,7	0,16
7,25	14,18	15,1	9,23	4,20	0,32	4,8	9,13	16,0	3,27	17,3	10,32	9,3	23,13	0,30	31,7	17,25	8,30	13,3	20,10	0,8	16,0
12,20	5,27	9,7	0,32	0,24	0,32	1,11	0,22	0,16	0,30	5,15	13,29	11,1	36,0	20,10	16,22	16,26	1,37	16,0	3,27	1,7	0,16
5,27	2,30	0,16	0,32	0,24	0,32	0,12	0,22	12,4	1,29	12,8	1,41	0,12	0,36	0,30	15,23	0,42	2,36	0,16	7,23	0,8	0,16
6,26	0,32	0,16	0,32	0,24	8,24	7,5	0,22	6,10	1,29	3,17	0,42	0,12	0,36	0,30	0,38	1,41	0,38	0,16	4,26	0,8	16,0
6,26	2,30	0,16	13,19	0,24	5,27	3,9	15,7	0,16	27,3	1,19	2,40	9,3	27,9	0,30	20,18	12,30	14,24	0,16	26,4	2,6	16,0
23,9	15,17	15,1	15,17	7,17	15,17	5,7	10,12	10,6	10,20	5,15	14,28	0,12	5,31	22,8	6,32	20,22	16,22	0,16	15,15	3,5	0,16
7,25	18,14	4,12	14,18	6,18	6,26	6,6	12,10	3,13	29,1	1,19	20,22	2,10	14,22	6,24	37,1	32,10	10,28	14,2	12,18	3,5	16,0
1,31	1,31	13,3	10,22	0,24	0,32	0,12	0,22	0,16	3,27	5,15	2,40	1,11	0,36	0,30	0,38	17,25	0,38	0,16	6,24	0,8	0,16
5,27	11,21	1,15	12,20	17,7	17,15	7,5	6,16	5,11	26,4	7,13	29,13	2,10	22,14	22,8	18,20	24,18	13,25	16,0	1,29	3,5	16,0
1,31	1,31	0,16	14,18	0,24	12,20	3,9	2,20	6,10	0,30	0,20	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	0,16
7,25	1,31	13,3	0,32	0,24	0,32	2,10	0,22	0,16	4,26	2,18	0,42	0,12	0,36	2,28	1,37	10,32	1,37	0,16	5,25	0,8	0,16
0,32	4,28	0,16	14,18	6,18	12,20	4,8	3,19	5,11	0,30	0,20	9,33	3,9	0,36	13,17	4,34	5,37	15,23	16,0	1,29	0,8	0,16
5,27	22,10	1,15	20,12	2,22	0,32	6,6	0,22	0,16	0,30	3,17	8,34	0,12	0,36	4,26	0,38	5,37	9,29	0,16	3,27	0,8	11,5
9,23	1,31	9,7	0,32	0,24	0,32	3,9	2,20	2,14	29,1	1,19	0,42	0,12	0,36	0,30	5,33	0,42	0,38	0,16	26,4	0,8	0,16
23,9	30,2	16,0	31,1	17,7	16,16	5,7	17,5	8,8	30,0	13,7	35,7	8,4	0,36	30,0	33,5	36,6	34,4	11,5	30,0	8,0	16,0
12,20	30,2	12,4	32,0	19,5	8,24	5,7	22,0	14,2	27,3	19,1	24,18	8,4	8,28	30,0	16,22	26,16	16,22	16,0	16,14	2,6	16,0
11,21	20,12	10,6	0,32	7,17	23,9	7,5	2,20	11,5	1,29	5,15	5,37	8,4	28,8	1,29	1,37	12,30	8,30	15,1	11,19	0,8	16,0
23,9	23,9	14,2	4,28	23,1	26,6	11,1	10,12	14,2	2,28	20,0	23,19	11,1	36,0	30,0	8,30	13,29	10,28	16,0	21,9	2,6	16,0
2,30	6,26	1,15	20,12	0,24	0,32	1,11	3,19	0,16	25,5	1,19	7,35	0,12	4,32	26,4	9,29	7,35	3,35	6,10	8,22	2,6	3,13
0,32	6,26	5,11	11,21	0,24	0,32	0,12	0,22	1,15	0,30	1,19	1,41	1,11	16,20	0,30	4,34	0,42	5,33	0,16	0,30	0,8	16,0
